"id","stateName","countyName","county"
"11204","South Dakota"," Sanborn "," Sanborn County "
"11205","South Carolina"," Union "," Union County "
"11206","Pennsylvania"," Mercer "," Mercer County "
"11207","Oklahoma"," McIntosh "," McIntosh County "
"11208","Wisconsin"," Pepin "," Pepin County "
"11209","West Virginia"," Tucker "," Tucker County "
"11210","Nebraska"," Johnson "," Johnson County "
"11211","Minnesota"," Lyon "," Lyon County "
"11212","Ohio"," Lawrence "," Lawrence County "
"11213","Michigan"," Keweenaw "," Keweenaw County "
"11214","North Dakota"," Stark "," Stark County "
"11215","North Carolina"," Haywood "," Haywood County "
"11216","New York"," Rockland "," Rockland County "
"11217","Virginia"," King William "," King William County "
"11218","Texas"," Comanche "," Comanche County "
"11219","Tennessee"," Johnson "," Johnson County "
"11220","South Dakota"," Spink "," Spink County "
"11221","South Carolina"," Williamsburg "," Williamsburg County "
"11222","Pennsylvania"," Mifflin "," Mifflin County "
"11223","Oklahoma"," Major "," Major County "
"11224","Wisconsin"," Pierce "," Pierce County "
"11225","West Virginia"," Tyler "," Tyler County "
"11226","Nebraska"," Kearney "," Kearney County "
"11227","Minnesota"," McLeod "," McLeod County "
"11228","Ohio"," Licking "," Licking County "
"11229","Michigan"," Lake "," Lake County "
"11230","North Dakota"," Steele "," Steele County "
"11231","North Carolina"," Henderson "," Henderson County "
"11232","New York"," Saint Lawrence "," Saint Lawrence County "
"11233","Virginia"," Lancaster "," Lancaster County "
"11234","Texas"," Concho "," Concho County "
"11235","Tennessee"," Knox "," Knox County "
"11236","South Dakota"," Stanley "," Stanley County "
"11237","South Carolina"," York "," York County "
"11238","Pennsylvania"," Monroe "," Monroe County "
"11239","Oklahoma"," Marshall "," Marshall County "
"11240","Wisconsin"," Polk "," Polk County "
"11241","West Virginia"," Upshur "," Upshur County "
"11242","Nebraska"," Keith "," Keith County "
"11243","Minnesota"," Mahnomen "," Mahnomen County "
"11244","Ohio"," Logan "," Logan County "
"11245","Michigan"," Lapeer "," Lapeer County "
"11246","North Dakota"," Stutsman "," Stutsman County "
"11247","North Carolina"," Hertford "," Hertford County "
"11248","New York"," Saratoga "," Saratoga County "
"11249","Virginia"," Lee "," Lee County "
"11250","Texas"," Cooke "," Cooke County "
"11251","Tennessee"," Lake "," Lake County "
"11252","South Dakota"," Sully "," Sully County "
"11253","Pennsylvania"," Montgomery "," Montgomery County "
"11254","Oklahoma"," Mayes "," Mayes County "
"11255","Wisconsin"," Portage "," Portage County "
"11256","West Virginia"," Wayne "," Wayne County "
"11257","Nebraska"," Keya Paha "," Keya Paha County "
"11258","Minnesota"," Marshall "," Marshall County "
"11259","Ohio"," Lorain "," Lorain County "
"11260","Michigan"," Leelanau "," Leelanau County "
"11261","North Dakota"," Towner "," Towner County "
"11262","North Carolina"," Hoke "," Hoke County "
"11263","New York"," Schenectady "," Schenectady County "
"11264","Virginia"," Loudoun "," Loudoun County "
"11265","Texas"," Coryell "," Coryell County "
"11266","Tennessee"," Lauderdale "," Lauderdale County "
"11267","South Dakota"," Tripp "," Tripp County "
"11268","Pennsylvania"," Montour "," Montour County "
"11269","Oklahoma"," Murray "," Murray County "
"11270","Wisconsin"," Price "," Price County "
"11271","West Virginia"," Webster "," Webster County "
"11272","Nebraska"," Kimball "," Kimball County "
"11273","Minnesota"," Martin "," Martin County "
"11274","Ohio"," Lucas "," Lucas County "
"11275","Michigan"," Lenawee "," Lenawee County "
"11276","North Dakota"," Traill "," Traill County "
"11277","North Carolina"," Hyde "," Hyde County "
"11278","New York"," Schoharie "," Schoharie County "
"11279","Virginia"," Louisa "," Louisa County "
"11280","Texas"," Cottle "," Cottle County "
"11281","Tennessee"," Lawrence "," Lawrence County "
"11282","South Dakota"," Turner "," Turner County "
"11283","Pennsylvania"," Northampton "," Northampton County "
"11284","Oklahoma"," Muskogee "," Muskogee County "
"11285","Wisconsin"," Racine "," Racine County "
"11286","West Virginia"," Wetzel "," Wetzel County "
"11287","Nebraska"," Knox "," Knox County "
"11288","Minnesota"," Meeker "," Meeker County "
"11289","Ohio"," Madison "," Madison County "
"11290","Michigan"," Livingston "," Livingston County "
"11291","North Dakota"," Walsh "," Walsh County "
"11292","North Carolina"," Iredell "," Iredell County "
"11293","New York"," Schuyler "," Schuyler County "
"11294","Virginia"," Lunenburg "," Lunenburg County "
"11295","Texas"," Crane "," Crane County "
"11296","Tennessee"," Lewis "," Lewis County "
"11297","South Dakota"," Union "," Union County "
"11298","Pennsylvania"," Northumberland "," Northumberland County "
"11299","Oklahoma"," Noble "," Noble County "
"11300","Wisconsin"," Richland "," Richland County "
"11301","West Virginia"," Wirt "," Wirt County "
"11302","Nebraska"," Lancaster "," Lancaster County "
"11303","Minnesota"," Mille Lacs "," Mille Lacs County "
"11304","Ohio"," Mahoning "," Mahoning County "
"11305","Michigan"," Luce "," Luce County "
"11306","North Dakota"," Ward "," Ward County "
"11307","North Carolina"," Jackson "," Jackson County "
"11308","New York"," Seneca "," Seneca County "
"11309","Virginia"," Madison "," Madison County "
"11310","Texas"," Crockett "," Crockett County "
"11311","Tennessee"," Lincoln "," Lincoln County "
"11312","South Dakota"," Walworth "," Walworth County "
"11313","Pennsylvania"," Perry "," Perry County "
"11314","Oklahoma"," Nowata "," Nowata County "
"11315","Wisconsin"," Rock "," Rock County "
"11316","West Virginia"," Wood "," Wood County "
"11317","Nebraska"," Lincoln "," Lincoln County "
"11318","Minnesota"," Morrison "," Morrison County "
"11319","Ohio"," Marion "," Marion County "
"11320","Michigan"," Mackinac "," Mackinac County "
"11321","North Dakota"," Wells "," Wells County "
"11322","North Carolina"," Johnston "," Johnston County "
"11323","New York"," Steuben "," Steuben County "
"11324","Virginia"," Mathews "," Mathews County "
"11325","Texas"," Crosby "," Crosby County "
"11326","Tennessee"," Loudon "," Loudon County "
"11327","South Dakota"," Yankton "," Yankton County "
"11328","Pennsylvania"," Philadelphia "," Philadelphia County "
"11329","Oklahoma"," Okfuskee "," Okfuskee County "
"11330","Wisconsin"," Rusk "," Rusk County "
"11331","West Virginia"," Wyoming "," Wyoming County "
"11332","Nebraska"," Logan "," Logan County "
"11333","Minnesota"," Mower "," Mower County "
"11334","Ohio"," Medina "," Medina County "
"11335","Michigan"," Macomb "," Macomb County "
"11336","North Dakota"," Williams "," Williams County "
"11337","North Carolina"," Jones "," Jones County "
"11338","New York"," Suffolk "," Suffolk County "
"11339","Virginia"," Mecklenburg "," Mecklenburg County "
"11340","Texas"," Culberson "," Culberson County "
"11341","Tennessee"," McMinn "," McMinn County "
"11342","Pennsylvania"," Pike "," Pike County "
"11343","Oklahoma"," Oklahoma "," Oklahoma County "
"11344","Wisconsin"," Saint Croix "," Saint Croix County "
"11345","Nebraska"," Madison "," Madison County "
"11346","Minnesota"," Murray "," Murray County "
"11347","Ohio"," Meigs "," Meigs County "
"11348","Michigan"," Manistee "," Manistee County "
"11349","North Carolina"," Lee "," Lee County "
"11350","New York"," Sullivan "," Sullivan County "
"11351","Virginia"," Middlesex "," Middlesex County "
"11352","Texas"," Dallam "," Dallam County "
"11353","Tennessee"," McNairy "," McNairy County "
"11354","Pennsylvania"," Potter "," Potter County "
"11355","Oklahoma"," Okmulgee "," Okmulgee County "
"11356","Wisconsin"," Sauk "," Sauk County "
"11357","Nebraska"," Merrick "," Merrick County "
"11358","Minnesota"," Nicollet "," Nicollet County "
"11359","Ohio"," Mercer "," Mercer County "
"11360","Michigan"," Marquette "," Marquette County "
"11361","North Carolina"," Lenoir "," Lenoir County "
"11362","New York"," Tioga "," Tioga County "
"11363","Virginia"," Montgomery "," Montgomery County "
"11364","Texas"," Dallas "," Dallas County "
"11365","Tennessee"," Macon "," Macon County "
"11366","Pennsylvania"," Schuylkill "," Schuylkill County "
"11367","Oklahoma"," Osage "," Osage County "
"11368","Wisconsin"," Sawyer "," Sawyer County "
"11369","Nebraska"," Morrill "," Morrill County "
"11370","Minnesota"," Nobles "," Nobles County "
"11371","Ohio"," Miami "," Miami County "
"11372","Michigan"," Mason "," Mason County "
"11373","North Carolina"," Lincoln "," Lincoln County "
"11374","New York"," Tompkins "," Tompkins County "
"11375","Virginia"," Nelson "," Nelson County "
"11376","Texas"," Dawson "," Dawson County "
"11377","Tennessee"," Madison "," Madison County "
"11378","Pennsylvania"," Snyder "," Snyder County "
"11379","Oklahoma"," Ottawa "," Ottawa County "
"11380","Wisconsin"," Shawano "," Shawano County "
"11381","Nebraska"," Nance "," Nance County "
"11382","Minnesota"," Norman "," Norman County "
"11383","Ohio"," Monroe "," Monroe County "
"11384","Michigan"," Mecosta "," Mecosta County "
"11385","North Carolina"," McDowell "," McDowell County "
"11386","New York"," Ulster "," Ulster County "
"11387","Virginia"," New Kent "," New Kent County "
"11388","Texas"," Deaf Smith "," Deaf Smith County "
"11389","Tennessee"," Marion "," Marion County "
"11390","Pennsylvania"," Somerset "," Somerset County "
"11391","Oklahoma"," Pawnee "," Pawnee County "
"11392","Wisconsin"," Sheboygan "," Sheboygan County "
"11393","Nebraska"," Nemaha "," Nemaha County "
"11394","Minnesota"," Olmsted "," Olmsted County "
"11395","Ohio"," Montgomery "," Montgomery County "
"11396","Michigan"," Menominee "," Menominee County "
"11397","North Carolina"," Macon "," Macon County "
"11398","New York"," Warren "," Warren County "
"11399","Virginia"," Northampton "," Northampton County "
"11400","Texas"," Delta "," Delta County "
"11401","Tennessee"," Marshall "," Marshall County "
"11402","Pennsylvania"," Sullivan "," Sullivan County "
"11403","Oklahoma"," Payne "," Payne County "
"11404","Wisconsin"," Taylor "," Taylor County "
"11405","Nebraska"," Otoe "," Otoe County "
"11406","Minnesota"," Otter Tail "," Otter Tail County "
"11407","Ohio"," Morgan "," Morgan County "
"11408","Michigan"," Midland "," Midland County "
"11409","North Carolina"," Madison "," Madison County "
"11410","New York"," Washington "," Washington County "
"11411","Virginia"," Northumberland "," Northumberland County "
"11412","Texas"," Denton "," Denton County "
"11413","Tennessee"," Maury "," Maury County "
"11414","Pennsylvania"," Susquehanna "," Susquehanna County "
"11415","Oklahoma"," Pittsburg "," Pittsburg County "
"11416","Wisconsin"," Trempealeau "," Trempealeau County "
"11417","Nebraska"," Pawnee "," Pawnee County "
"11418","Minnesota"," Pennington "," Pennington County "
"11419","Ohio"," Morrow "," Morrow County "
"11420","Michigan"," Missaukee "," Missaukee County "
"11421","North Carolina"," Martin "," Martin County "
"11422","New York"," Wayne "," Wayne County "
"11423","Virginia"," Nottoway "," Nottoway County "
"11424","Texas"," DeWitt "," DeWitt County "
"11425","Tennessee"," Meigs "," Meigs County "
"11426","Pennsylvania"," Tioga "," Tioga County "
"11427","Oklahoma"," Pontotoc "," Pontotoc County "
"11428","Wisconsin"," Vernon "," Vernon County "
"11429","Nebraska"," Perkins "," Perkins County "
"11430","Minnesota"," Pine "," Pine County "
"11431","Ohio"," Muskingum "," Muskingum County "
"11432","Michigan"," Monroe "," Monroe County "
"11433","North Carolina"," Mecklenburg "," Mecklenburg County "
"11434","New York"," Westchester "," Westchester County "
"11435","Virginia"," Orange "," Orange County "
"11436","Texas"," Dickens "," Dickens County "
"11437","Tennessee"," Monroe "," Monroe County "
"11438","Pennsylvania"," Union "," Union County "
"11439","Oklahoma"," Pottawatomie "," Pottawatomie County "
"11440","Wisconsin"," Vilas "," Vilas County "
"11441","Nebraska"," Phelps "," Phelps County "
"11442","Minnesota"," Pipestone "," Pipestone County "
"11443","Ohio"," Noble "," Noble County "
"11444","Michigan"," Montcalm "," Montcalm County "
"11445","North Carolina"," Mitchell "," Mitchell County "
"11446","New York"," Wyoming "," Wyoming County "
"11447","Virginia"," Page "," Page County "
"11448","Texas"," Dimmit "," Dimmit County "
"11449","Tennessee"," Montgomery "," Montgomery County "
"11450","Pennsylvania"," Venango "," Venango County "
"11451","Oklahoma"," Pushmataha "," Pushmataha County "
"11452","Wisconsin"," Walworth "," Walworth County "
"11453","Nebraska"," Pierce "," Pierce County "
"11454","Minnesota"," Polk "," Polk County "
"11455","Ohio"," Ottawa "," Ottawa County "
"11456","Michigan"," Montmorency "," Montmorency County "
"11457","North Carolina"," Montgomery "," Montgomery County "
"11458","New York"," Yates "," Yates County "
"11459","Virginia"," Patrick "," Patrick County "
"11460","Texas"," Donley "," Donley County "
"11461","Tennessee"," Moore "," Moore County "
"11462","Pennsylvania"," Warren "," Warren County "
"11463","Oklahoma"," Roger Mills "," Roger Mills County "
"11464","Wisconsin"," Washburn "," Washburn County "
"11465","Nebraska"," Platte "," Platte County "
"11466","Minnesota"," Pope "," Pope County "
"11467","Ohio"," Paulding "," Paulding County "
"11468","Michigan"," Muskegon "," Muskegon County "
"11469","North Carolina"," Moore "," Moore County "
"11470","Virginia"," Pittsylvania "," Pittsylvania County "
"11471","Texas"," Duval "," Duval County "
"11472","Tennessee"," Morgan "," Morgan County "
"11473","Pennsylvania"," Washington "," Washington County "
"11474","Oklahoma"," Rogers "," Rogers County "
"11475","Wisconsin"," Washington "," Washington County "
"11476","Nebraska"," Polk "," Polk County "
"11477","Minnesota"," Ramsey "," Ramsey County "
"11478","Ohio"," Perry "," Perry County "
"11479","Michigan"," Newaygo "," Newaygo County "
"11480","North Carolina"," Nash "," Nash County "
"11481","Virginia"," Powhatan "," Powhatan County "
"11482","Texas"," Eastland "," Eastland County "
"11483","Tennessee"," Obion "," Obion County "
"11484","Pennsylvania"," Wayne "," Wayne County "
"11485","Oklahoma"," Seminole "," Seminole County "
"11486","Wisconsin"," Waukesha "," Waukesha County "
"11487","Nebraska"," Red Willow "," Red Willow County "
"11488","Minnesota"," Red Lake "," Red Lake County "
"11489","Ohio"," Pickaway "," Pickaway County "
"11490","Michigan"," Oakland "," Oakland County "
"11491","North Carolina"," New Hanover "," New Hanover County "
"11492","Virginia"," Prince Edward "," Prince Edward County "
"11493","Texas"," Ector "," Ector County "
"11494","Tennessee"," Overton "," Overton County "
"11495","Pennsylvania"," Westmoreland "," Westmoreland County "
"11496","Oklahoma"," Sequoyah "," Sequoyah County "
"11497","Wisconsin"," Waupaca "," Waupaca County "
"11498","Nebraska"," Richardson "," Richardson County "
"11499","Minnesota"," Redwood "," Redwood County "
"11500","Ohio"," Pike "," Pike County "
"11501","Michigan"," Oceana "," Oceana County "
"11502","North Carolina"," Northampton "," Northampton County "
"11503","Virginia"," Prince George "," Prince George County "
"11504","Texas"," Edwards "," Edwards County "
"11505","Tennessee"," Perry "," Perry County "
"11506","Pennsylvania"," Wyoming "," Wyoming County "
"11507","Oklahoma"," Stephens "," Stephens County "
"11508","Wisconsin"," Waushara "," Waushara County "
"11509","Nebraska"," Rock "," Rock County "
"11510","Minnesota"," Renville "," Renville County "
"11511","Ohio"," Portage "," Portage County "
"11512","Michigan"," Ogemaw "," Ogemaw County "
"11513","North Carolina"," Onslow "," Onslow County "
"11514","Virginia"," Prince William "," Prince William County "
"11515","Texas"," Ellis "," Ellis County "
"11516","Tennessee"," Pickett "," Pickett County "
"11517","Pennsylvania"," York "," York County "
"11518","Oklahoma"," Texas "," Texas County "
"11519","Wisconsin"," Winnebago "," Winnebago County "
"11520","Nebraska"," Saline "," Saline County "
"11521","Minnesota"," Rice "," Rice County "
"11522","Ohio"," Preble "," Preble County "
"11523","Michigan"," Ontonagon "," Ontonagon County "
"11524","North Carolina"," Orange "," Orange County "
"11525","Virginia"," Pulaski "," Pulaski County "
"11526","Texas"," El Paso "," El Paso County "
"11527","Tennessee"," Polk "," Polk County "
"11528","Oklahoma"," Tillman "," Tillman County "
"11529","Wisconsin"," Wood "," Wood County "
"11530","Nebraska"," Sarpy "," Sarpy County "
"11531","Minnesota"," Rock "," Rock County "
"11532","Ohio"," Putnam "," Putnam County "
"11533","Michigan"," Osceola "," Osceola County "
"11534","North Carolina"," Pamlico "," Pamlico County "
"11535","Virginia"," Rappahannock "," Rappahannock County "
"11536","Texas"," Erath "," Erath County "
"11537","Tennessee"," Putnam "," Putnam County "
"11538","Oklahoma"," Tulsa "," Tulsa County "
"11539","Nebraska"," Saunders "," Saunders County "
"11540","Minnesota"," Roseau "," Roseau County "
"11541","Ohio"," Richland "," Richland County "
"11542","Michigan"," Oscoda "," Oscoda County "
"11543","North Carolina"," Pasquotank "," Pasquotank County "
"11544","Virginia"," Rockbridge "," Rockbridge County "
"11545","Texas"," Falls "," Falls County "
"11546","Tennessee"," Rhea "," Rhea County "
"11547","Oklahoma"," Wagoner "," Wagoner County "
"11548","Nebraska"," Scotts Bluff "," Scotts Bluff County "
"11549","Minnesota"," Saint Louis "," Saint Louis County "
"11550","Ohio"," Ross "," Ross County "
"11551","Michigan"," Otsego "," Otsego County "
"11552","North Carolina"," Pender "," Pender County "
"11553","Virginia"," Rockingham "," Rockingham County "
"11554","Texas"," Fannin "," Fannin County "
"11555","Tennessee"," Roane "," Roane County "
"11556","Oklahoma"," Washington "," Washington County "
"11557","Nebraska"," Seward "," Seward County "
"11558","Minnesota"," Scott "," Scott County "
"11559","Ohio"," Sandusky "," Sandusky County "
"11560","Michigan"," Ottawa "," Ottawa County "
"11561","North Carolina"," Perquimans "," Perquimans County "
"11562","Virginia"," Russell "," Russell County "
"11563","Texas"," Fayette "," Fayette County "
"11564","Tennessee"," Robertson "," Robertson County "
"11565","Oklahoma"," Washita "," Washita County "
"11566","Nebraska"," Sheridan "," Sheridan County "
"11567","Minnesota"," Sherburne "," Sherburne County "
"11568","Ohio"," Scioto "," Scioto County "
"11569","Michigan"," Presque Isle "," Presque Isle County "
"11570","North Carolina"," Person "," Person County "
"11571","Virginia"," Scott "," Scott County "
"11572","Texas"," Fisher "," Fisher County "
"11573","Tennessee"," Rutherford "," Rutherford County "
"11574","Oklahoma"," Woods "," Woods County "
"11575","Nebraska"," Sherman "," Sherman County "
"11576","Minnesota"," Sibley "," Sibley County "
"11577","Ohio"," Seneca "," Seneca County "
"11578","Michigan"," Roscommon "," Roscommon County "
"11579","North Carolina"," Pitt "," Pitt County "
"11580","Virginia"," Shenandoah "," Shenandoah County "
"11581","Texas"," Floyd "," Floyd County "
"11582","Tennessee"," Scott "," Scott County "
"11583","Oklahoma"," Woodward "," Woodward County "
"11584","Nebraska"," Sioux "," Sioux County "
"11585","Minnesota"," Stearns "," Stearns County "
"11586","Ohio"," Shelby "," Shelby County "
"11587","Michigan"," Saginaw "," Saginaw County "
"11588","North Carolina"," Polk "," Polk County "
"11589","Virginia"," Smyth "," Smyth County "
"11590","Texas"," Fort Bend "," Fort Bend County "
"11591","Tennessee"," Sequatchie "," Sequatchie County "
"11592","Nebraska"," Stanton "," Stanton County "
"11593","Minnesota"," Steele "," Steele County "
"11594","Ohio"," Stark "," Stark County "
"11595","Michigan"," Saint Clair "," Saint Clair County "
"11596","North Carolina"," Randolph "," Randolph County "
"11597","Virginia"," Southampton "," Southampton County "
"11598","Texas"," Franklin "," Franklin County "
"11599","Tennessee"," Sevier "," Sevier County "
"11600","Nebraska"," Thomas "," Thomas County "
"11601","Minnesota"," Stevens "," Stevens County "
"11602","Ohio"," Summit "," Summit County "
"11603","Michigan"," Saint Joseph "," Saint Joseph County "
"11604","North Carolina"," Richmond "," Richmond County "
"11605","Virginia"," Spotsylvania "," Spotsylvania County "
"11606","Texas"," Freestone "," Freestone County "
"11607","Tennessee"," Shelby "," Shelby County "
"11608","Nebraska"," Thurston "," Thurston County "
"11609","Minnesota"," Swift "," Swift County "
"11610","Ohio"," Trumbull "," Trumbull County "
"11611","Michigan"," Sanilac "," Sanilac County "
"11612","North Carolina"," Robeson "," Robeson County "
"11613","Virginia"," Stafford "," Stafford County "
"11614","Texas"," Frio "," Frio County "
"11615","Tennessee"," Smith "," Smith County "
"11616","Nebraska"," Valley "," Valley County "
"11617","Minnesota"," Todd "," Todd County "
"11618","Ohio"," Tuscarawas "," Tuscarawas County "
"11619","Michigan"," Schoolcraft "," Schoolcraft County "
"11620","North Carolina"," Rockingham "," Rockingham County "
"11621","Virginia"," Surry "," Surry County "
"11622","Texas"," Gaines "," Gaines County "
"11623","Tennessee"," Stewart "," Stewart County "
"11624","Nebraska"," Washington "," Washington County "
"11625","Minnesota"," Traverse "," Traverse County "
"11626","Ohio"," Union "," Union County "
"11627","Michigan"," Shiawassee "," Shiawassee County "
"11628","North Carolina"," Rowan "," Rowan County "
"11629","Virginia"," Sussex "," Sussex County "
"11630","Texas"," Galveston "," Galveston County "
"11631","Tennessee"," Sullivan "," Sullivan County "
"11632","Nebraska"," Wayne "," Wayne County "
"11633","Minnesota"," Wabasha "," Wabasha County "
"11634","Ohio"," Van Wert "," Van Wert County "
"11635","Michigan"," Tuscola "," Tuscola County "
"11636","North Carolina"," Rutherford "," Rutherford County "
"11637","Virginia"," Tazewell "," Tazewell County "
"11638","Texas"," Garza "," Garza County "
"11639","Tennessee"," Sumner "," Sumner County "
"11640","Nebraska"," Webster "," Webster County "
"11641","Minnesota"," Wadena "," Wadena County "
"11642","Ohio"," Vinton "," Vinton County "
"11643","Michigan"," Van Buren "," Van Buren County "
"11644","North Carolina"," Sampson "," Sampson County "
"11645","Virginia"," Warren "," Warren County "
"11646","Texas"," Gillespie "," Gillespie County "
"11647","Tennessee"," Tipton "," Tipton County "
"11648","Nebraska"," York "," York County "
"11649","Minnesota"," Waseca "," Waseca County "
"11650","Ohio"," Warren "," Warren County "
"11651","Michigan"," Washtenaw "," Washtenaw County "
"11652","North Carolina"," Scotland "," Scotland County "
"11653","Virginia"," Washington "," Washington County "
"11654","Texas"," Glasscock "," Glasscock County "
"11655","Tennessee"," Trousdale "," Trousdale County "
"11656","Minnesota"," Washington "," Washington County "
"11657","Ohio"," Washington "," Washington County "
"11658","Michigan"," Wayne "," Wayne County "
"11659","North Carolina"," Stanly "," Stanly County "
"11660","Virginia"," Westmoreland "," Westmoreland County "
"11661","Texas"," Goliad "," Goliad County "
"11662","Tennessee"," Unicoi "," Unicoi County "
"11663","Minnesota"," Watonwan "," Watonwan County "
"11664","Ohio"," Wayne "," Wayne County "
"11665","Michigan"," Wexford "," Wexford County "
"11666","North Carolina"," Stokes "," Stokes County "
"11667","Virginia"," Wise "," Wise County "
"11668","Texas"," Gonzales "," Gonzales County "
"11669","Tennessee"," Union "," Union County "
"11670","Minnesota"," Wilkin "," Wilkin County "
"11671","Ohio"," Williams "," Williams County "
"11672","North Carolina"," Surry "," Surry County "
"11673","Virginia"," Wythe "," Wythe County "
"11674","Texas"," Gray "," Gray County "
"11675","Tennessee"," Van Buren "," Van Buren County "
"11676","Minnesota"," Winona "," Winona County "
"11677","Ohio"," Wood "," Wood County "
"11678","North Carolina"," Swain "," Swain County "
"11679","Virginia"," York "," York County "
"11680","Texas"," Grayson "," Grayson County "
"11681","Tennessee"," Warren "," Warren County "
"11682","Minnesota"," Wright "," Wright County "
"11683","Ohio"," Wyandot "," Wyandot County "
"11684","North Carolina"," Transylvania "," Transylvania County "
"11685","Virginia"," Alexandria "," Alexandria County "
"11686","Texas"," Gregg "," Gregg County "
"11687","Tennessee"," Washington "," Washington County "
"11688","Minnesota"," Yellow Medicine "," Yellow Medicine County "
"11689","North Carolina"," Tyrrell "," Tyrrell County "
"11690","Virginia"," Bristol "," Bristol County "
"11691","Texas"," Grimes "," Grimes County "
"11692","Tennessee"," Wayne "," Wayne County "
"11693","North Carolina"," Union "," Union County "
"11694","Virginia"," Charlottesville "," Charlottesville County "
"11695","Texas"," Guadalupe "," Guadalupe County "
"11696","Tennessee"," Weakley "," Weakley County "
"11697","North Carolina"," Vance "," Vance County "
"11698","Virginia"," Chesapeake "," Chesapeake County "
"11699","Texas"," Hale "," Hale County "
"11700","Tennessee"," White "," White County "
"11701","North Carolina"," Wake "," Wake County "
"11702","Virginia"," Danville "," Danville County "
"11703","Texas"," Hall "," Hall County "
"11704","Tennessee"," Williamson "," Williamson County "
"11705","North Carolina"," Warren "," Warren County "
"11706","Virginia"," Falls Church "," Falls Church County "
"11707","Texas"," Hamilton "," Hamilton County "
"11708","Tennessee"," Wilson "," Wilson County "
"11709","North Carolina"," Washington "," Washington County "
"11710","Virginia"," Fredericksburg "," Fredericksburg County "
"11711","Texas"," Hansford "," Hansford County "
"11712","North Carolina"," Watauga "," Watauga County "
"11713","Virginia"," Hampton "," Hampton County "
"11714","Texas"," Hardin "," Hardin County "
"11715","North Carolina"," Wayne "," Wayne County "
"11716","Virginia"," Harrisonburg "," Harrisonburg County "
"11717","Texas"," Harris "," Harris County "
"11718","North Carolina"," Wilkes "," Wilkes County "
"11719","Virginia"," Lynchburg "," Lynchburg County "
"11720","Texas"," Harrison "," Harrison County "
"11721","North Carolina"," Wilson "," Wilson County "
"11722","Virginia"," Manassas "," Manassas County "
"11723","Texas"," Hartley "," Hartley County "
"11724","North Carolina"," Yadkin "," Yadkin County "
"11725","Virginia"," Martinsville "," Martinsville County "
"11726","Texas"," Haskell "," Haskell County "
"11727","North Carolina"," Yancey "," Yancey County "
"11728","Virginia"," Newport News "," Newport News County "
"11729","Texas"," Hays "," Hays County "
"11730","Virginia"," Norfolk "," Norfolk County "
"11731","Texas"," Hemphill "," Hemphill County "
"11732","Virginia"," Petersburg "," Petersburg County "
"11733","Texas"," Henderson "," Henderson County "
"11734","Virginia"," Poquoson "," Poquoson County "
"11735","Texas"," Hidalgo "," Hidalgo County "
"11736","Virginia"," Portsmouth "," Portsmouth County "
"11737","Texas"," Hill "," Hill County "
"11738","Virginia"," Radford "," Radford County "
"11739","Texas"," Hockley "," Hockley County "
"11740","Virginia"," Salem "," Salem County "
"11741","Texas"," Hood "," Hood County "
"11742","Virginia"," Staunton "," Staunton County "
"11743","Texas"," Hopkins "," Hopkins County "
"11744","Virginia"," Suffolk "," Suffolk County "
"11745","Texas"," Houston "," Houston County "
"11746","Virginia"," Virginia Beach "," Virginia Beach County "
"11747","Texas"," Howard "," Howard County "
"11748","Virginia"," Williamsburg "," Williamsburg County "
"11749","Texas"," Hudspeth "," Hudspeth County "
"11750","Texas"," Hunt "," Hunt County "
"11751","Texas"," Hutchinson "," Hutchinson County "
"11752","Texas"," Irion "," Irion County "
"11753","Texas"," Jack "," Jack County "
"11754","Texas"," Jackson "," Jackson County "
"11755","Texas"," Jasper "," Jasper County "
"11756","Texas"," Jeff Davis "," Jeff Davis County "
"11757","Texas"," Jefferson "," Jefferson County "
"11758","Texas"," Jim Hogg "," Jim Hogg County "
"11759","Texas"," Jim Wells "," Jim Wells County "
"11760","Texas"," Johnson "," Johnson County "
"11761","Texas"," Jones "," Jones County "
"11762","Texas"," Karnes "," Karnes County "
"11763","Texas"," Kaufman "," Kaufman County "
"11764","Texas"," Kendall "," Kendall County "
"11765","Texas"," Kent "," Kent County "
"11766","Texas"," Kerr "," Kerr County "
"11767","Texas"," Kimble "," Kimble County "
"11768","Texas"," Kinney "," Kinney County "
"11769","Texas"," Kleberg "," Kleberg County "
"11770","Texas"," Knox "," Knox County "
"11771","Texas"," Lamar "," Lamar County "
"11772","Texas"," Lamb "," Lamb County "
"11773","Texas"," Lampasas "," Lampasas County "
"11774","Texas"," La Salle "," La Salle County "
"11775","Texas"," Lavaca "," Lavaca County "
"11776","Texas"," Lee "," Lee County "
"11777","Texas"," Leon "," Leon County "
"11778","Texas"," Liberty "," Liberty County "
"11779","Texas"," Limestone "," Limestone County "
"11780","Texas"," Lipscomb "," Lipscomb County "
"11781","Texas"," Live Oak "," Live Oak County "
"11782","Texas"," Llano "," Llano County "
"11783","Texas"," Lubbock "," Lubbock County "
"11784","Texas"," Lynn "," Lynn County "
"11785","Texas"," McCulloch "," McCulloch County "
"11786","Texas"," McLennan "," McLennan County "
"11787","Texas"," McMullen "," McMullen County "
"11788","Texas"," Madison "," Madison County "
"11789","Texas"," Marion "," Marion County "
"11790","Texas"," Martin "," Martin County "
"11791","Texas"," Mason "," Mason County "
"11792","Texas"," Matagorda "," Matagorda County "
