countyName,zipCode
Curry,97450
Bradford,16936
Clay,57073
Carroll,38235
Cecil,21913
Franklin,1330
Arenac,48763
Brown,45120
Big Stone,56278
Buffalo,68847
Dona Ana,88011
Essex,7018
Chemung,14859
Bertie,27957
Butler,45064
Merrimack,3230
Blue Earth,56080
Rockingham,3261
Canadian,73179
Bucks,18922
Gloucester,8056
Chenango,13733
Charles,20632
Hampden,1036
Cass,58051
Charleston,29449
Hunterdon,8858
Washington,5673
Douglas,97462
Hudson,7310
Clinton,12972
Dorchester,21869
Hampshire,1075
Butler,16049
Columbia,12513
Frederick,21777
Middlesex,1754
Windsor,5151
Cambria,16619
Mercer,8691
Norfolk,2446
Middlesex,8837
Delaware,13804
Bexar,78222
Monmouth,7750
Morris,7933
Erie,14209
Worcester,1541
Ocean,8514
Essex,1810
Antrim,49612
Belmont,43713
Bedford,24101
Benton,56304
Brown,69210
Humboldt,89425
Hillsborough,3043
Cumberland,8311
Chautauqua,14063
Orleans,5826
Beaufort,27808
Burke,58727
Carroll,21074
Burleigh,58579
Caddo,73017
Curry,97465
Bradford,16947
Carroll,38258
Cecil,21914
Franklin,1337
Arenac,48765
Brown,45121
Buffalo,68858
Dona Ana,88012
Essex,7021
Chemung,14861
Bertie,27967
Butler,45067
Merrimack,3234
Blue Earth,56090
Rockingham,3290
Canadian,73762
Bucks,18923
Gloucester,8061
Chenango,13746
Charles,20637
Hampden,1040
Cass,58059
Charleston,29451
Hunterdon,8867
Washington,5674
Douglas,97467
Hudson,7601
Clinton,12979
Hampshire,1082
Butler,16050
Columbia,12516
Frederick,21778
Middlesex,1760
Windsor,5153
Cambria,16629
Mercer,8701
Norfolk,2467
Middlesex,8840
Delaware,13806
Bexar,78223
Monmouth,7751
Morris,7935
Erie,14210
Worcester,1542
Ocean,8527
Essex,1830
Antrim,49615
Belmont,43716
Bedford,24104
Benton,56329
Brown,69214
Bryan,73449
Crook,97753
Blair,15946
Humboldt,89426
Hillsborough,3045
Cumberland,8314
Chautauqua,14081
Orleans,5827
Beaufort,27810
Burke,58752
Carroll,21102
Caddo,73029
Curry,97476
Bradford,17724
Carroll,38317
Cecil,21915
Franklin,1338
Arenac,48766
Brown,45130
Buffalo,68866
Dona Ana,88021
Essex,7028
Chemung,14864
Bertie,27983
Butler,45069
Merrimack,3235
Rockingham,3801
Bucks,18925
Gloucester,8062
Chenango,13778
Charles,20640
Hampden,1050
Cass,58064
Charleston,29455
Hunterdon,8876
Washington,5676
Douglas,97469
Hudson,7632
Clinton,12981
Hampshire,1088
Butler,16051
Columbia,12517
Frederick,21780
Middlesex,1770
Windsor,5156
Cambria,16630
Mercer,8724
Norfolk,2481
Middlesex,8846
Delaware,13820
Bexar,78224
Monmouth,7753
Morris,7936
Erie,14211
Worcester,1543
Ocean,8533
Berkeley,29059
Clark,57225
Essex,1832
Cannon,37026
Austin,77418
Curry,88101
Antrim,49622
Belmont,43718
Bedford,24121
Benton,56330
Brown,69217
Bryan,74701
Crook,97754
Blair,16601
Humboldt,89445
Hillsborough,3047
Cumberland,8316
Chautauqua,14136
Orleans,5829
Beaufort,27814
Burke,58772
Carroll,21104
Caddo,73038
Bradford,17765
Carroll,38318
Cecil,21917
Franklin,1339
Brown,45131
Buffalo,68869
Dona Ana,88044
Essex,7039
Chemung,14871
Butler,45241
Merrimack,3242
Rockingham,3811
Bucks,18927
Gloucester,8063
Chenango,13780
Charles,20645
Hampden,1056
Cass,58071
Charleston,29456
Hunterdon,8886
Washington,5677
Douglas,97470
Hudson,7649
Clinton,12985
Hampshire,1096
Butler,16052
Columbia,12521
Frederick,21783
Middlesex,1773
Windsor,5161
Cambria,16636
Mercer,8831
Norfolk,2482
Middlesex,8850
Delaware,13838
Bexar,78225
Monmouth,7755
Morris,7940
Erie,14212
Worcester,1545
Ocean,8534
Berkeley,29410
Essex,1833
Cannon,37149
Austin,77426
Curry,88120
Bath,24445
Eureka,89316
Grafton,3215
Antrim,49629
Belmont,43719
Bedford,24122
Benton,56357
Bryan,74723
Crook,97756
Blair,16602
Hillsborough,3048
Cumberland,8318
Chautauqua,14138
Orleans,5830
Beaufort,27817
Burke,58773
Carroll,21136
Caddo,73042
Bradford,18616
Carroll,38321
Cecil,21918
Franklin,1340
Brown,45154
Buffalo,68876
Dona Ana,88046
Essex,7040
Chemung,14872
Butler,45327
Merrimack,3243
Rockingham,3819
Bucks,18929
Gloucester,8066
Chenango,13787
Charles,20646
Hampden,1057
Cass,58078
Charleston,29458
Hunterdon,8887
Washington,5681
Douglas,97471
Hudson,7656
Clinton,12992
Hampshire,1098
Butler,16053
Columbia,12523
Frederick,21787
Middlesex,1775
Windsor,5767
Cambria,16639
Norfolk,2492
Middlesex,8852
Delaware,13839
Bexar,78226
Monmouth,7756
Morris,7945
Erie,14213
Worcester,1550
Ocean,8550
Cape May,7014
Cayuga,13021
Avery,28604
Bowman,58623
Caroline,21629
Berkeley,29431
Essex,1834
Cannon,37190
Austin,77474
Curry,88124
Bath,24460
Eureka,89821
Grafton,3217
Antrim,49648
Belmont,43759
Bedford,24139
Benton,56367
Bryan,74726
Crook,97760
Blair,16617
Hillsborough,3049
Cumberland,8319
Chautauqua,14701
Orleans,5839
Beaufort,27821
Carroll,21157
Caddo,73047
Bradford,18623
Carroll,38342
Cecil,21919
Franklin,1341
Brown,45167
Dona Ana,88047
Essex,7041
Chemung,14889
Merrimack,3255
Rockingham,3826
Bucks,18930
Gloucester,8071
Chenango,13801
Charles,20658
Hampden,1069
Cass,58102
Charleston,29464
Hunterdon,8889
Washington,5682
Douglas,97473
Hudson,7661
Clinton,12997
Hampshire,1243
Butler,16055
Columbia,12526
Frederick,21788
Middlesex,1776
Windsor,5772
Cambria,16640
Norfolk,2494
Middlesex,8854
Delaware,13842
Bexar,78227
Monmouth,7757
Morris,7946
Erie,14214
Worcester,1560
Ocean,8701
Cape May,8002
Cayuga,13026
Avery,28605
Bowman,58653
Caroline,21632
Dukes,2535
Alpena,48762
Auglaize,45806
Berkeley,29434
Essex,1835
Cannon,37357
Austin,77485
Curry,88135
Bath,24484
Grafton,3222
Antrim,49659
Belmont,43902
Bedford,24174
Benton,56373
Bryan,74729
Blair,16625
Hillsborough,3051
Cumberland,8321
Chautauqua,14710
Orleans,5841
Beaufort,27837
Carroll,21158
Caddo,73048
Bradford,18810
Carroll,38344
Cecil,21920
Franklin,1342
Brown,45168
Dona Ana,88048
Essex,7042
Chemung,14892
Merrimack,3257
Rockingham,3827
Bucks,18932
Gloucester,8080
Chenango,13809
Charles,20659
Hampden,1071
Cass,58103
Charleston,29466
Washington,5828
Douglas,97479
Hudson,7670
Butler,16056
Columbia,12529
Frederick,21790
Middlesex,1778
Cambria,16641
Norfolk,2760
Middlesex,8857
Delaware,13846
Bexar,78228
Monmouth,7758
Morris,7950
Erie,14215
Worcester,1562
Ocean,8721
Beltrami,56601
Box Butte,69301
Cape May,8003
Emery,84513
Lamoille,5442
Blaine,73040
Cayuga,13033
Avery,28611
Caroline,21636
Dukes,2539
Alpena,49707
Auglaize,45865
Berkeley,29436
Essex,1840
Austin,77833
Bath,24487
Grafton,3223
Antrim,49676
Belmont,43906
Bedford,24179
Benton,56377
Bryan,74730
Blair,16635
Hillsborough,3052
Cumberland,8323
Chautauqua,14712
Orleans,5842
Beaufort,27860
Carroll,21757
Caddo,73059
Bradford,18829
Carroll,38348
Cecil,21921
Franklin,1344
Brown,45171
Dona Ana,88052
Essex,7043
Chemung,14894
Merrimack,3258
Rockingham,3833
Bucks,18933
Gloucester,8081
Chenango,13815
Charles,20662
Hampden,1077
Cass,58104
Charleston,29470
Washington,5860
Douglas,97481
Hudson,7677
Butler,16057
Columbia,12534
Frederick,21791
Middlesex,1801
Cambria,16646
Norfolk,2762
Middlesex,8859
Delaware,13847
Bexar,78229
Monmouth,7760
Morris,7960
Erie,14216
Worcester,1564
Ocean,8722
Beltrami,56630
Box Butte,69348
Cape May,8010
Emery,84518
Lamoille,5444
Blaine,73048
Coos,97411
Berks,17067
Beaufort,29902
Cayuga,13034
Avery,28622
Caroline,21639
Dukes,2557
Alpena,49744
Auglaize,45869
Berkeley,29445
Essex,1841
Austin,78931
Grafton,3227
Antrim,49690
Belmont,43912
Bedford,24502
Benton,56379
Bryan,74731
Blair,16637
Hillsborough,3054
Cumberland,8324
Chautauqua,14716
Orleans,5845
Beaufort,27865
Carroll,21771
Bradford,18831
Carroll,38387
Franklin,1346
Brown,45176
Dona Ana,88058
Essex,7044
Chemung,14901
Merrimack,3263
Rockingham,3840
Bucks,18938
Gloucester,8085
Chenango,13830
Charles,20664
Hampden,1080
Charleston,29482
Douglas,97484
Hudson,7931
Butler,16059
Columbia,12546
Frederick,21793
Middlesex,1803
Cambria,16668
Middlesex,8861
Delaware,13849
Bexar,78230
Monmouth,7762
Morris,7976
Erie,14217
Worcester,1566
Ocean,8723
Beltrami,56633
Charles Mix,57356
Campbell,37714
Atascosa,78011
Colfax,87710
Augusta,22812
Cape May,8012
Emery,84521
Lamoille,5464
Blaine,73772
Coos,97420
Berks,17087
Beaufort,29906
Cayuga,13045
Avery,28646
Caroline,21640
Dukes,2568
Alpena,49746
Auglaize,45871
Berkeley,29450
Essex,1843
Austin,78933
Grafton,3240
Antrim,49712
Belmont,43917
Bedford,24503
Bryan,74733
Blair,16641
Hillsborough,3055
Cumberland,8327
Chautauqua,14718
Orleans,5846
Beaufort,27889
Carroll,21776
Bradford,18832
Carroll,38390
Franklin,1349
Brown,45697
Dona Ana,88063
Essex,7050
Chemung,14903
Merrimack,3268
Rockingham,3841
Bucks,18940
Gloucester,8086
Chenango,13832
Charles,20675
Hampden,1081
Charleston,29485
Douglas,97486
Hudson,7936
Butler,16061
Columbia,12565
Frederick,21798
Middlesex,1821
Middlesex,8863
Delaware,13856
Bexar,78231
Monmouth,7764
Morris,7980
Erie,14218
Worcester,1568
Ocean,8724
Beltrami,56647
Charles Mix,57367
Campbell,37757
Atascosa,78012
Colfax,87714
Elko,89801
Augusta,22843
Coos,3570
Camden,7701
Cape May,8016
Emery,84522
Lamoille,5492
Coos,97423
Berks,17569
Beaufort,29907
Cayuga,13071
Avery,28657
Caroline,21641
Dukes,2575
Alpena,49747
Auglaize,45885
Berkeley,29453
Essex,1844
Austin,78940
Grafton,3241
Antrim,49727
Belmont,43933
Bedford,24523
Bryan,74741
Blair,16648
Hillsborough,3057
Cumberland,8329
Chautauqua,14722
Orleans,5847
Beaufort,28586
Carroll,21784
Bradford,18833
Franklin,1350
Dona Ana,88072
Essex,7052
Chemung,14904
Merrimack,3273
Rockingham,3842
Bucks,18942
Gloucester,8090
Chenango,13841
Charles,20677
Hampden,1085
Charleston,29487
Douglas,97493
Hudson,7980
Butler,16063
Columbia,12567
Middlesex,1824
Middlesex,8872
Bexar,78232
Monmouth,7830
Morris,7981
Erie,14219
Worcester,1569
Ocean,8731
Beltrami,56650
Cattaraugus,14009
Ashe,28615
Bottineau,58318
Calvert,20615
Charles Mix,57369
Bristol,2048
Campbell,37762
Atascosa,78026
Colfax,87718
Elko,89815
Augusta,22939
Coos,3574
Camden,8002
Cape May,8053
Emery,84523
Lamoille,5652
Coos,97449
Berks,18011
Beaufort,29909
Cayuga,13074
Avery,28777
Caroline,21649
Dukes,2713
Alpena,49753
Auglaize,45887
Berkeley,29456
Essex,1845
Austin,78944
Grafton,3245
Antrim,49729
Belmont,43935
Bedford,24526
Blair,16662
Hillsborough,3060
Cumberland,8332
Chautauqua,14723
Orleans,5853
Carroll,21787
Bradford,18837
Franklin,1351
Dona Ana,88081
Essex,7068
Chemung,14905
Merrimack,3275
Rockingham,3844
Bucks,18943
Gloucester,8093
Chenango,13843
Charles,20693
Hampden,1089
Douglas,97495
Hudson,8801
Butler,16066
Columbia,12571
Middlesex,1826
Middlesex,8879
Bexar,78233
Monmouth,8087
Morris,8021
Erie,14220
Worcester,1570
Ocean,8732
Beltrami,56661
Cattaraugus,14030
Allegan,49010
Ashe,28617
Athens,45701
Bottineau,58750
Becker,56464
Calvert,20629
Bristol,2356
Campbell,37766
Atascosa,78050
Colfax,87728
Elko,89821
Augusta,22952
Coos,3575
Camden,8003
Cape May,8055
Emery,84525
Lamoille,5653
Coos,97458
Berks,18056
Beaufort,29910
Cayuga,13077
Caroline,21655
Alpena,49766
Auglaize,45895
Berkeley,29461
Essex,1860
Austin,78950
Grafton,3251
Antrim,49730
Belmont,43942
Bedford,24550
Blair,16665
Hillsborough,3062
Cumberland,8340
Chautauqua,14724
Orleans,5855
Carroll,21791
Bradford,18840
Franklin,1354
Essex,7078
Merrimack,3276
Rockingham,3848
Bucks,18944
Gloucester,8094
Chenango,13844
Charles,20695
Hampden,1095
Douglas,97496
Hudson,8826
Butler,16229
Columbia,12583
Middlesex,1827
Middlesex,8882
Bexar,78237
Monmouth,8501
Morris,8755
Erie,14221
Worcester,1571
Ocean,8733
Boone,68620
Beltrami,56667
Beckham,73627
Columbia,97016
Bedford,15521
Barnwell,29812
Cattaraugus,14041
Allegan,49026
Ashe,28626
Athens,45710
Bottineau,58760
Becker,56501
Calvert,20639
Bristol,2375
Campbell,37769
Atascosa,78052
Colfax,87740
Elko,89822
Augusta,22958
Coos,3576
Camden,8004
Cape May,8057
Emery,84528
Lamoille,5655
Coos,97459
Berks,18062
Beaufort,29915
Cayuga,13080
Caroline,21657
Alpena,49776
Auglaize,45896
Berkeley,29468
Essex,1901
Austin,78954
Grafton,3262
Belmont,43947
Bedford,24551
Blair,16673
Hillsborough,3063
Cumberland,8344
Chautauqua,14726
Orleans,5857
Carroll,21797
Bradford,18846
Franklin,1355
Essex,7079
Merrimack,3278
Rockingham,3854
Bucks,18947
Gloucester,8096
Hampden,1103
Douglas,97499
Hudson,8846
Butler,16373
Middlesex,1850
Middlesex,8884
Bexar,78238
Monmouth,8510
Erie,14222
Worcester,1581
Ocean,8734
Boone,68660
Butte,57717
Beltrami,56676
Beckham,73644
Bradley,37310
Columbia,97018
Bedford,15522
Barnwell,29817
Armstrong,79019
Cattaraugus,14042
Allegan,49055
Ashe,28629
Athens,45711
Bottineau,58783
Becker,56511
Calvert,20657
Bristol,2702
Campbell,37819
Atascosa,78064
Colfax,87747
Elko,89825
Augusta,22967
Coos,3579
Camden,8007
Cape May,8062
Emery,84537
Lamoille,5656
Coos,97466
Berks,18070
Beaufort,29920
Cayuga,13081
Caroline,21660
Berkeley,29469
Essex,1902
Grafton,3264
Belmont,43950
Bedford,24556
Blair,16682
Hillsborough,3064
Cumberland,8345
Chautauqua,14728
Orleans,5859
Bradford,18848
Franklin,1360
Essex,7083
Merrimack,3287
Rockingham,3856
Bucks,18951
Gloucester,8097
Hampden,1104
Douglas,97731
Middlesex,1851
Middlesex,8901
Bexar,78239
Monmouth,8514
Erie,14223
Worcester,1583
Ocean,8735
Cibola,87005
Arlington,22201
Butte,57760
Douglas,89410
Cheshire,3431
Beltrami,56683
Burlington,7003
Beckham,73645
Bradley,37311
Columbia,97048
Bedford,15533
Barnwell,29853
Cattaraugus,14065
Allegan,49056
Ashe,28631
Athens,45719
Bottineau,58793
Becker,56521
Calvert,20676
Bristol,2703
Campbell,37847
Atascosa,78065
Colfax,87749
Elko,89828
Augusta,22980
Coos,3581
Camden,8009
Cape May,8081
Lamoille,5657
Berks,19464
Beaufort,29926
Cayuga,13092
Berkeley,29472
Essex,1904
Grafton,3266
Belmont,43971
Bedford,24571
Blair,16684
Hillsborough,3070
Cumberland,8348
Chautauqua,14733
Orleans,5860
Bradford,18850
Franklin,1364
Essex,7102
Merrimack,3301
Rockingham,3857
Bucks,18954
Gloucester,8098
Hampden,1105
Middlesex,1852
Middlesex,8902
Bexar,78240
Monmouth,8535
Erie,14224
Worcester,1585
Ocean,8738
Cibola,87020
Broome,13730
Anson,28091
Billings,58622
Arlington,22202
Butte,57762
Douglas,89411
Cheshire,3441
Beltrami,56685
Burlington,7305
Beckham,73662
Bradley,37312
Columbia,97051
Bedford,15534
Cattaraugus,14070
Allegan,49070
Ashe,28640
Athens,45723
Becker,56544
Calvert,20678
Bristol,2715
Campbell,37870
Atascosa,78069
Elko,89835
Augusta,24401
Coos,3582
Camden,8012
Cape May,8085
Lamoille,5661
Berks,19503
Beaufort,29928
Cayuga,13111
Berkeley,29479
Essex,1905
Grafton,3279
Belmont,43977
Blair,16686
Hillsborough,3071
Cumberland,8349
Chautauqua,14736
Orleans,5868
Bradford,18851
Franklin,1367
Essex,7103
Merrimack,3303
Rockingham,3858
Bucks,18956
Gloucester,8312
Hampden,1106
Middlesex,1854
Middlesex,8904
Bexar,78242
Monmouth,8555
Erie,14225
Worcester,1588
Ocean,8739
Anne Arundel,20711
Berkshire,1029
Alger,49806
Cibola,87021
Ashtabula,44003
Broome,13744
Anoka,55005
Anson,28119
Billings,58645
Arlington,22203
Douglas,89413
Cheshire,3443
Beltrami,56727
Burlington,7650
Beckham,73666
Bradley,37323
Columbia,97053
Bedford,15535
Cattaraugus,14101
Allegan,49078
Ashe,28643
Athens,45732
Becker,56554
Calvert,20685
Bristol,2717
Atascosa,78073
Elko,89883
Augusta,24411
Coos,3583
Camden,8018
Cape May,8088
Lamoille,5672
Berks,19504
Beaufort,29935
Cayuga,13113
Berkeley,29483
Essex,1906
Grafton,3282
Belmont,43983
Blair,16693
Hillsborough,3076
Cumberland,8352
Chautauqua,14738
Orleans,5872
Bradford,18853
Franklin,1370
Essex,7104
Merrimack,3304
Rockingham,3862
Bucks,18960
Gloucester,8322
Hampden,1107
Middlesex,1862
Bexar,78244
Monmouth,8691
Erie,14226
Worcester,1590
Ocean,8740
Anne Arundel,20714
Berkshire,1201
Alger,49816
Cibola,87049
Antelope,68636
Davis,84010
Franklin,5441
Ashtabula,44004
Broome,13746
Anoka,55011
Anson,28133
Arlington,22204
Douglas,89423
Cheshire,3444
Burlington,8002
Bradley,37336
Columbia,97054
Bedford,15537
Cattaraugus,14129
Allegan,49080
Ashe,28644
Athens,45735
Becker,56569
Calvert,20688
Bristol,2718
Atascosa,78114
Augusta,24421
Coos,3584
Camden,8021
Cape May,8096
Lamoille,5680
Berks,19505
Beaufort,29940
Cayuga,13118
Berkeley,29486
Essex,1907
Grafton,3285
Hillsborough,3082
Cumberland,8353
Chautauqua,14740
Orleans,5874
Bradford,18854
Franklin,1373
Essex,7105
Merrimack,3307
Rockingham,3865
Bucks,18962
Gloucester,8328
Hampden,1108
Middlesex,1863
Bexar,78245
Monmouth,8720
Erie,14227
Worcester,1602
Ocean,8741
Beaver,73932
Clatsop,97016
Washington,2804
Anne Arundel,20724
Beaver,15001
Bamberg,29003
Berkshire,1220
Alger,49839
Cibola,87051
Antelope,68756
Davis,84014
Franklin,5444
Ashtabula,44010
Broome,13748
Anoka,55014
Anson,28135
Arlington,22205
Douglas,89444
Cheshire,3445
Burlington,8003
Bradley,37353
Columbia,97056
Bedford,15539
Cattaraugus,14138
Allegan,49090
Ashe,28672
Athens,45740
Becker,56570
Calvert,20689
Bristol,2719
Atascosa,78264
Augusta,24430
Coos,3588
Camden,8026
Cape May,8202
Berks,19506
Beaufort,29941
Cayuga,13140
Berkeley,29492
Essex,1908
Grafton,3293
Hillsborough,3084
Cumberland,8360
Chautauqua,14742
Orleans,5875
Franklin,1375
Essex,7106
Rockingham,3870
Bucks,18966
Gloucester,8343
Hampden,1109
Middlesex,1864
Bexar,78247
Monmouth,8724
Erie,14228
Worcester,1603
Ocean,8742
Beaver,73950
Clatsop,97102
Washington,2807
Brule,57325
Blount,37701
Anne Arundel,20733
Beaver,15003
Bamberg,29042
Archer,76308
Berkshire,1222
Alger,49862
Cibola,87315
Antelope,68761
Davis,84015
Franklin,5447
Ashtabula,44030
Broome,13754
Anoka,55025
Anson,28170
Arlington,22206
Douglas,89448
Cheshire,3446
Burlington,8010
Bradley,37362
Columbia,97064
Bedford,15545
Cattaraugus,14141
Allegan,49316
Ashe,28684
Athens,45742
Becker,56575
Calvert,20714
Bristol,2720
Augusta,24431
Coos,3590
Camden,8029
Cape May,8204
Berks,19507
Beaufort,29945
Cayuga,13143
Essex,1913
Grafton,3561
Hillsborough,3086
Cumberland,8361
Chautauqua,14747
Franklin,1376
Essex,7107
Rockingham,3871
Bucks,18969
Gloucester,8344
Hampden,1118
Middlesex,1867
Bexar,78248
Monmouth,8730
Worcester,1604
Ocean,8751
Chaves,88201
Appomattox,23958
Clark,89002
Carroll,3227
Bergen,7005
Clatsop,97103
Washington,2808
Brule,57355
Blount,37737
Anne Arundel,20736
Beaver,15005
Bamberg,29081
Archer,76351
Berkshire,1223
Alger,49878
Cibola,87321
Davis,84025
Franklin,5448
Ashtabula,44032
Broome,13760
Anoka,55038
Arlington,22207
Douglas,89449
Cheshire,3447
Burlington,8015
Bedford,15550
Cattaraugus,14171
Allegan,49323
Ashe,28693
Athens,45761
Becker,56578
Calvert,20732
Bristol,2721
Augusta,24432
Coos,3592
Camden,8030
Cape May,8210
Berks,19508
Cayuga,13147
Essex,1915
Grafton,3574
Hillsborough,3101
Chautauqua,14750
Franklin,1378
Essex,7108
Rockingham,3873
Bucks,18972
Gloucester,8360
Hampden,1119
Middlesex,1876
Bexar,78249
Monmouth,8736
Worcester,1605
Ocean,8752
Chaves,88203
Appomattox,24522
Clark,89004
Carroll,3254
Bronx,10451
Bergen,7010
Alleghany,28623
Benson,58346
Clatsop,97110
Washington,2812
Blount,37742
Anne Arundel,20751
Beaver,15009
Bamberg,29432
Archer,76366
Berkshire,1225
Alger,49884
Cibola,87323
Davis,84037
Franklin,5450
Ashtabula,44041
Broome,13777
Anoka,55070
Arlington,22209
Douglas,89460
Cheshire,3448
Burlington,8016
Bedford,15554
Cattaraugus,14706
Allegan,49328
Ashe,28694
Athens,45764
Becker,56589
Calvert,20736
Bristol,2722
Augusta,24437
Coos,3593
Camden,8031
Cape May,8212
Berks,19510
Cayuga,13152
Essex,1921
Grafton,3580
Hillsborough,3102
Chautauqua,14752
Franklin,1379
Essex,7109
Rockingham,3874
Bucks,18974
Gloucester,8361
Hampden,1128
Middlesex,1879
Bexar,78250
Monmouth,8742
Worcester,1606
Ocean,8753
Allegany,21502
Chaves,88230
Barnstable,2360
Alcona,48705
Ashland,44287
Aitkin,55735
Appomattox,24538
Clark,89005
Carroll,3259
Bronx,10452
Bergen,7020
Alleghany,28627
Benson,58374
Clatsop,97121
Washington,2813
Blount,37777
Anne Arundel,20758
Beaver,15010
Bamberg,29843
Archer,76389
Berkshire,1226
Alger,49885
Cibola,87357
Davis,84040
Franklin,5454
Ashtabula,44047
Broome,13778
Anoka,55079
Arlington,22213
Douglas,89705
Cheshire,3450
Burlington,8019
Bedford,15559
Cattaraugus,14719
Allegan,49344
Ashe,28698
Athens,45766
Calvert,20754
Bristol,2723
Augusta,24440
Coos,3595
Camden,8033
Cape May,8214
Berks,19512
Cayuga,13156
Essex,1922
Grafton,3585
Hillsborough,3103
Chautauqua,14757
Essex,7110
Rockingham,3885
Bucks,18976
Gloucester,8831
Hampden,1129
Middlesex,1880
Bexar,78251
Monmouth,8750
Worcester,1607
Ocean,8755
Allegany,21521
Chaves,88232
Barnstable,2532
Adams,68883
Alcona,48721
Ashland,44805
Aitkin,55748
Atoka,74525
Clackamas,97002
Appomattox,24553
Clark,89007
Carroll,3812
Bronx,10453
Bergen,7022
Alleghany,28631
Benson,58381
Clatsop,97138
Washington,2822
Blount,37801
Anne Arundel,20764
Beaver,15021
Berkshire,1230
Alger,49891
Davis,84041
Franklin,5455
Ashtabula,44048
Broome,13787
Anoka,55092
Cheshire,3451
Burlington,8022
Bedford,16625
Cattaraugus,14727
Allegan,49348
Athens,45778
Bristol,2724
Augusta,24441
Coos,3598
Camden,8034
Cape May,8219
Berks,19518
Cayuga,13160
Essex,1923
Grafton,3586
Hillsborough,3104
Chautauqua,14767
Essex,7111
Bucks,18977
Hampden,1151
Middlesex,1886
Bexar,78252
Monmouth,8759
Worcester,1608
Ocean,8757
Allegany,21524
Providence,2802
Armstrong,15613
Anderson,29611
Brown,57401
Chaves,88253
Bledsoe,37327
Barnstable,2534
Adams,68901
Alcona,48728
Ashland,44837
Aitkin,55752
Atoka,74555
Clackamas,97004
Appomattox,24593
Clark,89011
Carroll,3813
Bronx,10454
Bergen,7024
Alleghany,28644
Clatsop,97146
Washington,2832
Blount,37803
Anne Arundel,20765
Beaver,15026
Berkshire,1235
Alger,49895
Davis,84054
Franklin,5457
Ashtabula,44062
Broome,13790
Anoka,55110
Cheshire,3452
Burlington,8036
Bedford,16650
Cattaraugus,14729
Allegan,49406
Athens,45780
Bristol,2725
Augusta,24459
Camden,8035
Cape May,8223
Berks,19520
Cayuga,13166
Essex,1929
Grafton,3740
Hillsborough,3109
Chautauqua,14775
Essex,7112
Bucks,18980
Hampden,1521
Middlesex,1887
Bexar,78253
Monmouth,8831
Worcester,1609
Ocean,8758
Allegany,21528
Providence,2814
Armstrong,15656
Anderson,29621
Aransas,78336
Brown,57427
Catron,87821
Amherst,22967
Bledsoe,37332
Barnstable,2536
Adams,68950
Alcona,48737
Ashland,44838
Aitkin,55760
Atoka,74569
Clackamas,97009
Clark,89012
Carroll,3814
Bronx,10455
Bergen,7026
Alleghany,28663
Washington,2833
Blount,37804
Anne Arundel,20776
Beaver,15027
Berkshire,1236
Davis,84075
Franklin,5459
Ashtabula,44064
Broome,13795
Anoka,55303
Cheshire,3455
Burlington,8037
Bedford,16655
Cattaraugus,14731
Allegan,49408
Bristol,2726
Augusta,24467
Camden,8037
Cape May,8226
Berks,19522
Essex,1930
Grafton,3741
Hillsborough,3110
Chautauqua,14781
Essex,7114
Bucks,19006
Middlesex,1890
Bexar,78254
Monmouth,8882
Worcester,1610
Ocean,8759
Churchill,89406
Belknap,3218
Atlantic,7039
Allegany,14024
Allegany,21529
Alexander,28601
Providence,2815
Armstrong,15673
Anderson,29624
Aransas,78358
Brown,57432
Catron,87824
Amherst,24521
Bledsoe,37338
Barnstable,2537
Adams,68955
Alcona,48738
Ashland,44840
Aitkin,55783
Clackamas,97011
Clark,89014
Carroll,3816
Bronx,10456
Bergen,7031
Alleghany,28668
Washington,2852
Blount,37853
Anne Arundel,20778
Beaver,15042
Berkshire,1237
Davis,84087
Franklin,5464
Ashtabula,44068
Broome,13797
Anoka,55304
Cheshire,3456
Burlington,8041
Bedford,16667
Cattaraugus,14737
Allegan,49419
Bristol,2740
Augusta,24472
Camden,8043
Cape May,8230
Berks,19526
Essex,1938
Grafton,3748
Hillsborough,3244
Chautauqua,14782
Essex,7205
Bucks,19007
Middlesex,2138
Bexar,78255
Worcester,1611
Ocean,8844
Churchill,89408
Belknap,3220
Atlantic,7424
Allegany,14065
Allegany,21530
Barnes,58031
Alexander,28625
Allen,45801
Carbon,84501
Providence,2825
Armstrong,15686
Anderson,29625
Aransas,78382
Brown,57433
Catron,87827
Amherst,24553
Bledsoe,37367
Barnstable,2540
Adams,68956
Alcona,48740
Ashland,44842
Aitkin,55785
Clackamas,97013
Clark,89015
Carroll,3817
Bronx,10457
Bergen,7057
Alleghany,28672
Washington,2874
Blount,37865
Anne Arundel,20779
Beaver,15043
Berkshire,1238
Davis,84315
Franklin,5468
Ashtabula,44076
Broome,13802
Anoka,55330
Cheshire,3457
Burlington,8046
Bedford,16672
Cattaraugus,14738
Allegan,49423
Bristol,2743
Augusta,24477
Camden,8045
Cape May,8242
Berks,19529
Essex,1940
Grafton,3750
Hillsborough,3281
Chautauqua,14784
Essex,7304
Bucks,19020
Middlesex,2139
Bexar,78256
Worcester,1612
Ocean,8904
Chittenden,5262
Alfalfa,73716
Benton,97321
Newport,2835
Allegheny,15003
Belknap,3225
Atlantic,7470
Allegany,14708
Allegany,21532
Barnes,58072
Alexander,28636
Allen,45804
Carbon,84520
Providence,2826
Armstrong,15690
Anderson,29626
Aransas,78390
Brown,57441
